Variant,seed,epoch,val_MAPE
wide64_huber_wd1e3_s15,2,61,6.202859457073389
wide64_huber_wd1e3_s15,2,62,6.022998814844003
wide64_huber_wd1e3_s15,2,63,6.218242440445796
wide64_huber_wd1e3_s15,2,64,5.996849955968212
wide64_huber_wd1e3_s15,2,65,6.376636255195517
wide64_huber_wd1e3_s15,2,66,6.279818269848649
wide64_huber_wd1e3_s15,2,67,6.2606082822996845
wide64_huber_wd1e3_s15,2,68,6.3654963999980145
wide64_huber_wd1e3_s15,2,69,6.521295900243371
wide64_huber_wd1e3_s15,2,70,6.38723258846768
wide64_huber_wd1e3_s15,2,71,6.671302545504762
wide64_huber_wd1e3_s15,2,72,6.444621405176444
wide64_huber_wd1e3_s15,2,73,6.39234971555697
wide64_huber_wd1e3_s15,2,74,6.7117804296558905
wide64_huber_wd1e3_s15,2,75,6.209556675571467
wide64_huber_wd1e3_s15,2,76,6.5643953977069565
wide64_huber_wd1e3_s15,2,77,6.574240257832386
wide64_huber_wd1e3_s15,2,78,6.652202419315091
wide64_huber_wd1e3_s15,3,1,15.396050027657951
wide64_huber_wd1e3_s15,3,2,12.979307020365743
wide64_huber_wd1e3_s15,3,3,9.635863465467263
wide64_huber_wd1e3_s15,3,4,8.683031311170708
wide64_huber_wd1e3_s15,3,5,8.5391568163159
wide64_huber_wd1e3_s15,3,6,8.371860710228647
wide64_huber_wd1e3_s15,3,7,7.115299513075421
wide64_huber_wd1e3_s15,3,8,7.316756420694626
wide64_huber_wd1e3_s15,3,9,7.240817357095211
wide64_huber_wd1e3_s15,3,10,6.824167134856024
wide64_huber_wd1e3_s15,3,11,7.418662642997306
wide64_huber_wd1e3_s15,3,12,6.998892180413272
wide64_huber_wd1e3_s15,3,13,7.21184182942301
wide64_huber_wd1e3_s15,3,14,7.18123415825221
wide64_huber_wd1e3_s15,3,15,6.788443973068644
wide64_huber_wd1e3_s15,3,16,6.5663424528613605
wide64_huber_wd1e3_s15,3,17,7.843313225262799
wide64_huber_wd1e3_s15,3,18,6.778865467631273
wide64_huber_wd1e3_s15,3,19,6.752052587028872
wide64_huber_wd1e3_s15,3,20,7.239846571361544
wide64_huber_wd1e3_s15,3,21,7.65574494503865
wide64_huber_wd1e3_s15,3,22,7.34182487821175
wide64_huber_wd1e3_s15,3,23,7.615106127261359
wide64_huber_wd1e3_s15,3,24,6.4040496724707685
wide64_huber_wd1e3_s15,3,25,6.5485353755966065
wide64_huber_wd1e3_s15,3,26,6.537516474051272
wide64_huber_wd1e3_s15,3,27,6.700320350789022
wide64_huber_wd1e3_s15,3,28,6.063595773115387
wide64_huber_wd1e3_s15,3,29,6.843759590669538
wide64_huber_wd1e3_s15,3,30,7.7536809180512
wide64_huber_wd1e3_s15,3,31,7.0794346853315
wide64_huber_wd1e3_s15,3,32,7.257967509571128
wide64_huber_wd1e3_s15,3,33,7.160155253455756
wide64_huber_wd1e3_s15,3,34,6.912836519754739
wide64_huber_wd1e3_s15,3,35,6.89749606078635
wide64_huber_wd1e3_s15,3,36,7.946442988643969
wide64_huber_wd1e3_s15,3,37,6.234911561052438
wide64_huber_wd1e3_s15,3,38,6.1403573233035456
wide64_huber_wd1e3_s15,3,39,7.6866540288654095
wide64_huber_wd1e3_s15,3,40,7.347979612687541
wide64_huber_wd1e3_s15,3,41,7.027445871682694
wide64_huber_wd1e3_s15,3,42,6.922035697209347
wide64_huber_wd1e3_s15,3,43,6.591616555138042
wide64_huber_wd1e3_s15,3,44,7.024641832280453
wide64_huber_wd1e3_s15,3,45,7.443495460447661
wide64_huber_wd1e3_s15,3,46,7.408036939682338
wide64_huber_wd1e3_s15,3,47,6.876222451687157
wide64_huber_wd1e3_s15,3,48,7.044575593801045
wide64_huber_wd1e3_s15,3,49,7.185863472564627
wide64_huber_wd1e3_s15,3,50,6.783496765890335
wide64_huber_wd1e3_s15,3,51,7.515966949867095
wide64_huber_wd1e3_s15,3,52,6.912383448820479
wide64_huber_wd1e3_s15,3,53,6.874840622009323
wide64_huber_wd1e3_s15,3,54,7.338732205420408
wide64_huber_wd1e3_s15,3,55,7.597123383994971
wide64_huber_wd1e3_s15,3,56,7.8113591468235475
wide64_huber_wd1e3_s15,3,57,6.381355886790682
wide64_huber_wd1e3_s15,3,58,6.909741068729931
wide64_huber_wd1e3_s15,3,59,7.4492456894862125
wide64_huber_wd1e3_s15,3,60,7.2851700211190344
wide64_huber_wd1e3_s15,3,61,6.982653923929064
wide64_huber_wd1e3_s15,3,62,7.629413607327693
wide64_huber_wd1e3_s15,3,63,7.4624232468997205
wide64_huber_wd1e3_s15,3,64,7.3952924652142595
wide64_huber_wd1e3_s15,3,65,7.618961948719372
wide64_huber_wd1e3_s15,3,66,6.610413044574106
wide64_huber_wd1e3_s15,3,67,7.363476319088208
wide64_huber_wd1e3_s15,3,68,7.300154934948918
wide64_huber_wd1e3_s15,3,69,7.493991521323544
wide64_huber_wd1e3_s15,3,70,7.022614621241476
wide64_huber_wd1e3_s15,3,71,7.4105865242185045
wide64_huber_wd1e3_s15,3,72,7.696741296607194
wide64_huber_wd1e3_s15,3,73,7.217033866758296
wide64_huber_wd1e3_s15,3,74,7.623224171946721
wide64_huber_wd1e3_s15,3,75,7.698647953532671
wide64_huber_wd1e3_s15,3,76,7.471896769423017
wide64_huber_wd1e3_s15,3,77,7.030418744926206
wide64_huber_wd1e3_s15,3,78,7.628973741887966
wide64_huber_wd1e3_s15,3,79,7.6018267190818225
wide64_huber_wd1e3_s15,3,80,7.286034527136557
wide64_huber_wd1e3_s15,3,81,7.688707959628102
wide64_huber_wd1e3_s15,3,82,7.021172341449317
wide64_huber_wd1e3_s15,3,83,8.04303544382336
wide64_huber_wd1e3_s15,3,84,7.530600557365738
wide64_huber_wd1e3_s15,3,85,7.996978331688173
wide64_huber_wd1e3_s15,3,86,7.338855070998871
wide64_huber_wd1e3_s15,3,87,7.811467446602167
wide64_huber_wd1e3_s15,3,88,8.036373001070181
wide64_huber_wd1e3_s15,3,89,7.962775468204339
wide64_huber_wd1e3_s15,3,90,7.684845383185893
wide64_huber_wd1e3_s15,3,91,8.10227375792656
wide64_huber_wd1e3_s15,3,92,7.859185298892005
wide64_huber_wd1e3_s15,3,93,7.93340789194591
wide64_huber_wd1e3_s15,4,1,15.303510557881477
wide64_huber_wd1e3_s15,4,2,13.954160857170509
wide64_huber_wd1e3_s15,4,3,12.280241101431006
wide64_huber_wd1e3_s15,4,4,10.034117486136127
wide64_huber_wd1e3_s15,4,5,7.851299839616186
wide64_huber_wd1e3_s15,4,6,8.760007336354255
wide64_huber_wd1e3_s15,4,7,7.513734405443044
wide64_huber_wd1e3_s15,4,8,7.259122632854818
wide64_huber_wd1e3_s15,4,9,7.248877313043391
wide64_huber_wd1e3_s15,4,10,7.15102720845683
wide64_huber_wd1e3_s15,4,11,6.9435080155621955
wide64_huber_wd1e3_s15,4,12,6.866184881546385
wide64_huber_wd1e3_s15,4,13,6.340888635344609
wide64_huber_wd1e3_s15,4,14,6.578815628727275
wide64_huber_wd1e3_s15,4,15,7.244786770150695
wide64_huber_wd1e3_s15,4,16,5.924688361921149
wide64_huber_wd1e3_s15,4,17,6.805236809500846
wide64_huber_wd1e3_s15,4,18,5.953660067045158
wide64_huber_wd1e3_s15,4,19,6.672363927344501
wide64_huber_wd1e3_s15,4,20,6.911596811635688
wide64_huber_wd1e3_s15,4,21,6.8559504375474285
wide64_huber_wd1e3_s15,4,22,6.11826782403763
wide64_huber_wd1e3_s15,4,23,6.573894258838747
wide64_huber_wd1e3_s15,4,24,6.367756466212701
wide64_huber_wd1e3_s15,4,25,6.3378208470918285
wide64_huber_wd1e3_s15,4,26,6.216065906835772
wide64_huber_wd1e3_s15,4,27,6.337413674936311
wide64_huber_wd1e3_s15,4,28,6.799530154703702
wide64_huber_wd1e3_s15,4,29,6.524028379608862
wide64_huber_wd1e3_s15,4,30,6.600470809171894
wide64_huber_wd1e3_s15,4,31,6.13272094132932
wide64_huber_wd1e3_s15,4,32,6.194733559030164
wide64_huber_wd1e3_s15,4,33,6.3677384578181755
wide64_huber_wd1e3_s15,4,34,6.277225699656093
wide64_huber_wd1e3_s15,4,35,6.757385946672652
wide64_huber_wd1e3_s15,4,36,6.426558526256638
wide64_huber_wd1e3_s15,4,37,6.161175318871594
wide64_huber_wd1e3_s15,4,38,6.6294053337070835
wide64_huber_wd1e3_s15,4,39,6.124640386074368
wide64_huber_wd1e3_s15,4,40,6.299565476222939
wide64_huber_wd1e3_s15,4,41,6.69251436408404
